"""OHDAMN'' Navy Jeans",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617277381&affcode=basztal,17,(1+ colorways),"8,5/10",when you want baggy take 2x size up,
"""OHDAMN'' Black Jeans",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617277381&affcode=basztal,17,(1+ colorways),"8,5/10",,
ACCESORIES,,,,,,,
Playboi carti flag,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620334696&affcode=basztal,9,(1+ colorways),Thu Oct 09 2025 23:00:00 GMT+0200 (Central European Summer Time),I HAVEE IT,
Hysteric Glamour carpet,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617283377&affcode=basztal,26-89$,(4+ colorways),Thu Oct 09 2025 23:00:00 GMT+0200 (Central European Summer Time),cool i have it and recomendd,CellImage
Playboi Carti Merch Cap,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617447833&affcode=basztal,19,(2+ colorways),Thu Oct 09 2025 23:00:00 GMT+0200 (Central European Summer Time),the swaggest cap what i ever seen,
"""if you want me just call me"" Backpack",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620336980&affcode=basztal,8,(2+ colorways),Tue Sep 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,CellImage
HOODIES,,,,,,,
"""Warrior"" Hoodie",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620380256&affcode=basztal,13,(1+ colorways),Mon Jun 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,CellImage
"""Artistic Resear"" Hoodie",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617426031&affcode=basztal,19,(1+ colorways),Mon Jun 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,
"""Brand Name"" Hoodie",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617277383&affcode=basztal,16,(10+ colorways),Fri May 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,
Yung Lean Hoodie,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620336982&affcode=basztal,14,(1+ colorways),Fri May 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,
LONGSLEEVES,,,,,,,
Forgetraven Longsleeve,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620431704&affcode=basztal,6,(2+ colorways),Wed Jul 09 2025 23:00:00 GMT+0200 (Central European Summer Time),"for 6$ its maxiumium quality what you will get , for me its ok",CellImage
TEES,,,,,,,
"""Forget traven"" Sleeves t-shirt",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617457659&affcode=basztal,4,(2+ colorways),"5,5/10",,
"""Suvene"" tee",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620307126&affcode=basztal,4,(2+ colorways),Fri May 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,
PANTS,,,,,,,
"""Archived"" Sweatpants",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617424085&affcode=basztal,10,(2+ colorways),"6,5/10",,
Forgetraven Sweatpants,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620431704&affcode=basztal,6,(1+ colorways),Mon Jun 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,
"""Awaited"" Sweatpants",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617392225&affcode=basztal,10,(2+ colorways),Wed Jul 09 2025 23:00:00 GMT+0200 (Central European Summer Time),"30% cotton , 30% spandex and 40% poly",
"""Peaceandwar"" Sweatpants",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617400265&affcode=basztal,7,(1+ colorways),Mon Jun 09 2025 23:00:00 GMT+0200 (Central European Summer Time),material better then others,CellImage
"""Solrim"" Sweatpants",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617433895&affcode=basztal,7,(1+ colorways),Mon Jun 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,CellImage
"Suvene"" Sweatpants",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620307126&affcode=basztal,6,(4+ colorways),"5,5/10",not bad for only 6$,CellImage
"Dragon Sneats"" Sweatpants",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620388130&affcode=basztal,7,(2+ colorways),Mon Jun 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,
HOODIES,,,,,,,
